,Unnamed: 0,variant,main_verb,determiner,noun,gerund,participle,latitude,longitude,weight
0,13,Y needs X to be Ved,want,the,painting,no value,finished,56.46201800000001,-2.9707209999999997,1.0
1,58,Y needs X to be Ved,want,the,prey,no value,eaten,55.953252,-3.1882669999999997,1.0
2,60,Y needs X Ving,want,the,witch,hunting,no value,54.27512816307191,-0.41637907534342794,1.0
3,94,Y needs X Ving,need,the,button,replacing,no value,51.146465899999995,0.8750190000000001,1.0
4,112,Y needs X Ving,deserves,the,public,shaming,no value,54.55941415638178,-1.222501067853687,1.0
5,150,Y needs X Ved,want,the,first,no value,signed,53.47728966508966,-1.001643075683706,1.0
6,362,Y needs X Ved,need,the,threads,no value,tied,53.19765089168032,-2.276052251292812,1.0
7,380,Y needs X Ved,need,the,jersey,no value,signed,55.864237,-4.251806,1.0
8,438,Y needs X Ving,deserve,the,fans,turning,no value,51.48926268395567,-0.088160593963711,1.0
9,443,Y needs X Ving,need,the,bird,killing,no value,53.35490213361106,-6.247621039910087,1.0
10,512,Y needs X to be Ved,want,the,child,no value,called,51.5073509,-0.12775830000000002,1.0
11,554,Y needs X Ving,want,the,place,looking,no value,50.2660471,-5.0527125,1.0
12,578,Y needs X Ving,deserve,the,hype,surrounding,no value,52.766404,-0.887126,1.0
13,661,Y needs X Ved,want,the,currency,no value,destroyed,51.573445,-0.0724376,1.0
14,663,Y needs X Ving,need,the,right,training,no value,53.8007554,-1.5490774,1.0
15,707,Y needs X Ving,need,the,fancy,editing,no value,51.628611,-0.748229,1.0
16,756,Y needs X Ved,need,the,physical,no value,printed,51.35882897167825,-0.025099977932253995,1.0
17,761,Y needs X Ved,wanted,the,fit,no value,photographed,51.6118841824191,-0.21089409232239892,1.0
18,786,Y needs X to be Ved,wants,the,finger,no value,pointed,55.953252,-3.1882669999999997,1.0
19,961,Y needs X Ving,want,the,most,entertaining,no value,51.5073509,-0.12775830000000002,1.0
20,1017,Y needs X to be Ved,want,the,nation,no value,sent,52.19173,-1.7082979999999999,1.0
21,1017,Y needs X to be Ved,want,the,nation,no value,sent,52.26713529999999,-1.4675216,1.0
22,1061,Y needs X Ving,want,the,happy,ending,no value,53.93184416076496,-1.2074820715725711,1.0
23,1109,Y needs X Ving,need,the,fancy,editing,no value,51.628611,-0.748229,1.0
24,1109,Y needs X to be Ved,need,the,law,no value,amended,51.5073509,-0.12775830000000002,1.0
25,1133,Y needs X Ving,need,the,ecj,ruling,no value,52.289125,-0.600363,1.0
26,1133,Y needs X Ving,need,the,ecj,ruling,no value,52.302419,-0.693964,1.0
27,1186,Y needs X Ving,deserve,the,standard,beating,no value,50.82253,-0.137163,1.0
28,1240,Y needs X Ving,want,the,staff,eating,no value,51.74959028912932,-2.209668557847485,1.0
29,1340,Y needs X Ved,want,the,house,no value,fixed,51.5073509,-0.12775830000000002,1.0
30,1481,Y needs X to be Ved,want,the,poor,no value,humiliated,57.45957489999999,-4.2263955,1.0
31,1482,Y needs X Ved,wanted,the,tarp,no value,moved,55.16263013712573,-3.705926547201978,1.0
32,1490,Y needs X Ved,want,the,job,no value,done,56.1168249,-3.158137,1.0
33,1535,Y needs X to be Ved,need,the,public,no value,confused,53.34980529999999,-6.260309700000001,1.0
34,1545,Y needs X to be Ved,want,the,youngsters,no value,given,53.230688,-0.540579,1.0
35,1546,Y needs X to be Ved,wanted,the,day,no value,done,51.645275182830105,-0.09916309298034501,1.0
36,1628,Y needs X Ving,needs,the,same,doing,no value,51.4828358,-0.3882062,1.0
37,1726,Y needs X Ving,needs,the,life,saving,no value,51.5073509,-0.12775830000000002,1.0
38,1781,Y needs X Ving,needs,the,tracks,sorting,no value,53.04687666567353,-1.4034395752058455,1.0
39,1851,Y needs X Ving,wants,the,same,doing,no value,53.39330860000001,-2.1266342999999996,1.0
40,1941,Y needs X to be Ved,want,the,brexit,no value,sorted,51.44051418303791,-0.30699559257628,1.0
41,1947,Y needs X Ving,want,the,flute,playing,no value,55.88198000000001,-3.114017,2.0
42,1976,Y needs X Ved,want,the,price,no value,hidden,51.5073509,-0.12775830000000002,1.0
43,1988,Y needs X to be Ved,want,the,club,no value,respected,53.34980529999999,-6.260309700000001,1.0
44,2002,Y needs X Ving,needs,the,full,backing,no value,51.57300817355336,-1.7856890807086299,1.0
45,2034,Y needs X Ved,wanted,the,channel,no value,changed,51.5073509,-0.12775830000000002,1.0
46,2067,Y needs X to be Ved,wanted,the,ihra,no value,used,51.5073509,-0.12775830000000002,1.0
47,2115,Y needs X to be Ved,want,the,hunters,no value,armed,51.5073509,-0.12775830000000002,1.0
48,2136,Y needs X Ving,deserve,the,piss,taking,no value,51.864244899999996,-2.238156,1.0
49,2184,Y needs X Ving,need,the,job,doing,no value,52.205337,0.12181700000000001,1.0
50,2189,Y needs X Ving,need,the,soundtrack,playing,no value,53.40019915774378,-2.326774066534629,1.0
51,2192,Y needs X to be Ved,wants,the,day,no value,cancelled,51.58790118320384,-0.102161593288369,1.0
52,2227,Y needs X to be Ved,want,the,point,no value,confused,52.205337,0.12181700000000001,1.0
53,2407,Y needs X Ved,need,the,rubbish,no value,collected,51.5073509,-0.12775830000000002,1.0
54,2451,Y needs X Ved,needed,the,phone,no value,fixed,51.5424361831868,-0.15940259311419194,1.0
55,2459,Y needs X to be Ved,want,the,shot,no value,released,51.6906909,-0.4172156,1.0
56,2562,Y needs X Ved,want,the,deal,no value,done,54.595868626946924,-5.928412535622676,1.0
57,2587,Y needs X Ving,want,the,inside,doing,no value,51.864244899999996,-2.238156,1.0
58,2610,Y needs X Ved,want,the,kurdish,no value,led,51.26282567971772,-1.094588087623305,1.0
